"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"US1CASL0018","2014-08-15","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-08-16","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-08-17","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-08-18","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-08-19","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0","T,,N",,,,,,
"US1CASL0018","2014-08-20","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-08-21","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-08-22","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-08-23","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-08-24","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-08-25","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-08-26","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-08-27","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-08-28","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-08-29","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-08-30","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-08-31","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-01","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-02","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-03","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-04","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-05","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-06","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-07","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-08","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-09","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-10","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-11","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-12","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-13","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-14","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-15","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-16","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-17","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-18","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-19","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-20","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-21","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-22","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-23","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-24","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-25","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-26","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-27","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-28","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-29","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-09-30","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-01","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-02","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-03","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-04","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-05","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-06","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-07","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-08","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-09","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-10","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-11","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-12","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-13","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-14","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-15","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-16","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-17","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-18","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-20","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-21","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-22","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-23","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-24","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-25","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-26","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-27","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-28","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-29","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-30","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-10-31","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-11-01","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","  251",",,N",,,,,,
"US1CASL0018","2014-11-02","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","   51",",,N",,,,,,
"US1CASL0018","2014-11-03","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-11-04","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-11-05","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-11-06","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-11-07","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-11-08","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-11-09","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0","T,,N",,,,,,
"US1CASL0018","2014-11-10","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-11-11","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-11-12","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-11-13","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    8",",,N",,,,,,
"US1CASL0018","2014-11-14","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-11-15","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-11-16","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-11-17","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-11-18","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-11-19","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-11-20","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","   25",",,N",,,,,,
"US1CASL0018","2014-11-21","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    5",",,N",,,,,,
"US1CASL0018","2014-11-22","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-12-01","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","   23",",,N",,,,,,
"US1CASL0018","2014-12-02","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","   61",",,N",,,,,,
"US1CASL0018","2014-12-03","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","  147",",,N",,,,,,
"US1CASL0018","2014-12-04","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    3",",,N",,,,,,
"US1CASL0018","2014-12-05","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-12-06","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","  104",",,N",,,,,,
"US1CASL0018","2014-12-07","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-12-08","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-12-09","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-12-10","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-12-11","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-12-12","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","  584",",,N",,,,,,
"US1CASL0018","2014-12-13","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","   10",",,N",,,,,,
"US1CASL0018","2014-12-14","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-12-15","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-12-16","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","  272",",,N",,,,,,
"US1CASL0018","2014-12-17","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","  279",",,N",,,,,,
"US1CASL0018","2014-12-18","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-12-19","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-12-20","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-12-21","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-12-22","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-12-23","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-12-24","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-12-25","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-12-26","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-12-27","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-12-28","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-12-29","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-12-30","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2014-12-31","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-01-01","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-01-02","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-01-03","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-01-04","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-01-05","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-01-06","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-01-07","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-01-08","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-01-09","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-01-10","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-01-11","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-01-12","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-01-13","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-01-14","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-01-15","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-01-16","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-01-17","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-01-18","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-01-19","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-01-20","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-01-21","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-01-22","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-01-23","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-01-24","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-01-25","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-01-26","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-01-27","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","   23",",,N",,,,,,
"US1CASL0018","2015-02-01","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-02-02","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-02-03","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
"US1CASL0018","2015-02-04","35.3021430969238","-120.681327819824","98.8","SAN LUIS OBISPO 2.2 NNW, CA US","    0",",,N","    0",",,N",,,,
